token_id,token_str,count,base_mean,delta_mean
1388, main,41,-5.1911908324080995,-2.8243034618747673
428, this,794,-3.117483609551319,-2.823118998125388
1637, money,73,-2.92036658732144,-2.820637025627984
1398, class,30,-4.4021364813049635,-2.813782373567422
415,ant,27,-1.041071796996187,-2.8120994137915893
5197, coverage,22,-2.6840756946582007,-2.8110806314190007
290, and,4358,-2.1318917528662307,-2.8103691252819707
3951, lines,24,-4.731295478355605,-2.805820274341386
597, any,193,-3.3585373793901763,-2.801797744226003
923, start,51,-4.457498521178815,-2.8003908068708636
3773, economy,41,-3.0110905083214363,-2.789080070286263
2683, questions,28,-2.6098565259765434,-2.7883608349116655
2928, impact,28,-3.869155066353934,-2.7799056385244647
3491, star,22,-4.052348830483177,-2.779841444709084
2119, room,25,-4.128883928656578,-2.7725588947534554
2669, Washington,50,-3.1452196956123224,-2.7719689887319694
1135,We,124,-3.7279333546269506,-2.7664477326343913
3833, pressure,23,-4.372062570374945,-2.76432371009951
285, m,24,-4.869815646360318,-2.7636172585189342
1738, reason,37,-3.5706063375581762,-2.758866882455107
4039, chief,27,-4.202649807143542,-2.7587184975682586
739, under,86,-5.011919519092094,-2.7533847670274554
265,at,46,-3.40706518132356,-2.7504744115703152
2687, anyone,44,-5.241802833297036,-2.744498220357028
1657, light,36,-4.870041916728951,-2.7422954043140635
4495, conference,23,-2.8699998640171858,-2.7414076648976495
2372, threat,21,-2.87605840499912,-2.7381879577324506
1351, list,31,-3.816170924253041,-2.732699558499359
4787, presidential,25,-3.9710269713401796,-2.7313237500190737
1048, person,43,-3.114887453799764,-2.7301505332661056
657, 0,54,-1.9598087160675615,-2.726618802450873
3066, decided,34,-3.8928498906247757,-2.7233428218785454
1830, games,44,-2.431561196561564,-2.7173358471217477
3267, October,26,-3.6885620968846173,-2.7157896969180846
399, N,36,-4.992959657787448,-2.711355415172875
4902, crisis,29,-3.0509116456940255,-2.710197307683271
5650, gay,22,-3.908339340578426,-2.708927964622324
2982, heard,30,-3.163097900967114,-2.7077034028169384
53,V,38,-3.6468746520480826,-2.6966894143996267
3417, described,23,-4.843175602995831,-2.6958105926928315
1368, attack,25,-2.876862467713654,-2.6947893558815124
513, 3,83,-4.332652728494077,-2.691138812503497
788, then,144,-3.6113976567460973,-2.690976246540029
1838, makes,37,-4.41687516425107,-2.6899981998108533
3017, included,21,-4.5042534328642345,-2.6894159998212546
4275, (@,29,-0.5886000321780588,-2.689309816018694
